"Date","Time","Location","Agency","Activity","+/-","Balance"
"4/8/2022","6:04pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (207)","$0.00","$0.00"
"4/8/2022","6:04pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (207)","$0.00","$0.00"
"4/8/2022","6:04pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/8/2022","6:04pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (207)","$0.00","$0.00"
"4/8/2022","5:22pm","Line: 201 Smokey Point - Lynnwood","Community Transit","Transfer","$0.00","-$13.25"
"4/8/2022","4:53pm","Line: Seaway Transit Center - Seattle","Sound Transit","Transfer","-$1.00","-$13.25"
"4/8/2022","4:35pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$1.00","-$12.25"
"4/8/2022","4:26pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$13.25"
"4/7/2022","7:51pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","-$10.00"
"4/7/2022","7:35pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Boarding, E-purse","-$3.00","-$10.50"
"4/7/2022","5:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","+$0.75","-$7.50"
"4/7/2022","4:50pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$8.25"
"4/6/2022","9:58pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","-$5.00"
"4/6/2022","9:45pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer","$0.00","-$5.00"
"4/6/2022","9:05pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","-$5.00"
"4/6/2022","9:00pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","9:00pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/6/2022","9:00pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","9:00pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","9:00pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/6/2022","9:00pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:59pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$5.00"
"4/6/2022","8:58pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$5.00"
"4/6/2022","8:55pm","Line: N Line Everett - Seattle, Stop: Everett Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:55pm","Line: N Line Everett - Seattle, Stop: Everett Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:54pm","Line: N Line Everett - Seattle, Stop: Everett Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:54pm","Line: N Line Everett - Seattle, Stop: Everett Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:54pm","Line: N Line Everett - Seattle, Stop: Everett Station","Sound Transit","Transfer","-$1.75","-$5.00"
"4/6/2022","8:43pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:43pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:43pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:43pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","8:42pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:42pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","-$3.25"
"4/6/2022","8:41pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"4/6/2022","8:00pm","Line: Everett - Seattle","Sound Transit","Transfer","-$1.00","-$3.25"
"4/6/2022","7:53pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$1.00","-$2.25"
"4/6/2022","7:39pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"4/6/2022","7:38pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$3.25"
"3/22/2022","9:04am","Customer Relationship Management (CRM)","King County Metro","Card sale, $0.00 Adult ORCA Card","$0.00","$0.00"
"3/18/2022","12:49pm","","Sound Transit","Use","$0.00","$0.00"
